AUPR	AUC	Time	Params
0.832914	0.984648	0.023572	{'k': 5, 'kr': 1, 'T': 0.8}
0.343047	0.820382	0.017475	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.453910	0.766447	0.024930	{'k': 9, 'kr': 1, 'T': 0.8}
0.422765	0.727795	0.018133	{'k': 7, 'kr': 1, 'T': 0.8}
0.176214	0.635000	0.021837	{'k': 7, 'kr': 1, 'T': 0.8}
0.287036	0.544402	0.022536	{'k': 7, 'kr': 1, 'T': 0.8}
0.289312	0.598558	0.017080	{'k': 7, 'kr': 1, 'T': 0.8}
0.279907	0.510817	0.018425	{'k': 7, 'kr': 1, 'T': 0.4}
0.950000	0.997596	0.018691	{'k': 9, 'kr': 1, 'T': 0.5}
0.646612	0.867961	0.015734	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.653530	0.960369	0.022321	{'k': 7, 'kr': 1, 'T': 0.8}
0.221424	0.554366	0.015318	{'k': 9, 'kr': 1, 'T': 0.6}
0.624449	0.980645	0.018201	{'k': 5, 'kr': 1, 'T': 0.6}
0.595838	0.836603	0.016024	{'k': 7, 'kr': 1, 'T': 0.8}
0.469652	0.736406	0.015040	{'k': 9, 'kr': 1, 'T': 0.8}
0.330648	0.693412	0.016148	{'k': 5, 'kr': 1, 'T': 0.9}
0.787037	0.944712	0.023051	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.293095	0.646635	0.015636	{'k': 7, 'kr': 1, 'T': 0.6}
0.199958	0.571429	0.021525	{'k': 7, 'kr': 1, 'T': 0.6}
0.371852	0.742857	0.016153	{'k': 7, 'kr': 1, 'T': 0.8}
