AUPR	AUC	Time	Params
0.081538	0.751255	0.394275	{'k': 9, 'kr': 1, 'T': 0.9}
0.113291	0.721926	0.350333	{'k': 2, 'kr': 1, 'T': 0.2}
0.135049	0.737853	0.345499	{'k': 3, 'kr': 1, 'T': 0.2}
0.104567	0.781162	0.393244	{'k': 9, 'kr': 1, 'T': 1.0}
0.213605	0.746655	0.350591	{'k': 3, 'kr': 1, 'T': 0.1}
0.206150	0.819995	0.353489	{'k': 5, 'kr': 1, 'T': 0.1}
0.139609	0.823225	0.397666	{'k': 9, 'kr': 1, 'T': 1.0}
0.141528	0.782051	0.361372	{'k': 5, 'kr': 1, 'T': 0.7000000000000001}
0.142954	0.759938	0.348990	{'k': 5, 'kr': 1, 'T': 0.2}
0.107749	0.779949	0.375229	{'k': 5, 'kr': 1, 'T': 0.6}
0.242341	0.794696	0.358513	{'k': 5, 'kr': 1, 'T': 0.6}
0.103768	0.733872	0.338570	{'k': 3, 'kr': 1, 'T': 0.1}
0.123540	0.777184	0.374192	{'k': 5, 'kr': 1, 'T': 0.8}
0.170911	0.757576	0.353325	{'k': 3, 'kr': 1, 'T': 0.30000000000000004}
0.281919	0.844890	0.369136	{'k': 9, 'kr': 1, 'T': 0.4}
0.124867	0.663095	0.360143	{'k': 5, 'kr': 1, 'T': 0.30000000000000004}
0.146882	0.803365	0.390223	{'k': 9, 'kr': 1, 'T': 0.9}
0.268889	0.848140	0.360897	{'k': 7, 'kr': 1, 'T': 0.5}
