AUPR	AUC	Time	Params
0.499735	0.773231	0.301011	{'k': 7, 'kr': 1, 'T': 0.9}
0.737868	0.915705	0.289982	{'k': 9, 'kr': 1, 'T': 0.9}
0.818967	0.957960	0.295880	{'k': 9, 'kr': 1, 'T': 0.9}
0.737984	0.906023	0.293508	{'k': 9, 'kr': 1, 'T': 0.9}
0.808186	0.933836	0.293566	{'k': 9, 'kr': 1, 'T': 0.9}
0.816766	0.945969	0.282279	{'k': 7, 'kr': 1, 'T': 0.9}
0.662874	0.850274	0.299918	{'k': 7, 'kr': 1, 'T': 0.9}
0.797851	0.939273	0.297618	{'k': 9, 'kr': 1, 'T': 1.0}
0.871435	0.978355	0.321499	{'k': 9, 'kr': 1, 'T': 1.0}
0.866110	0.964448	0.299300	{'k': 9, 'kr': 1, 'T': 0.9}
0.796154	0.956764	0.305659	{'k': 9, 'kr': 1, 'T': 1.0}
0.823550	0.947036	0.298219	{'k': 9, 'kr': 1, 'T': 0.9}
0.883783	0.979587	0.307663	{'k': 9, 'kr': 1, 'T': 1.0}
0.751211	0.933189	0.298059	{'k': 9, 'kr': 1, 'T': 0.9}
0.747142	0.923478	0.305400	{'k': 9, 'kr': 1, 'T': 0.9}
0.681253	0.868655	0.304270	{'k': 9, 'kr': 1, 'T': 0.9}
0.835808	0.953081	0.299313	{'k': 9, 'kr': 1, 'T': 0.9}
0.834520	0.957594	0.314422	{'k': 9, 'kr': 1, 'T': 0.9}
0.829736	0.943293	0.298237	{'k': 9, 'kr': 1, 'T': 1.0}
0.805263	0.931716	0.308470	{'k': 9, 'kr': 1, 'T': 0.9}
