AUPR	AUC	Time	Params
0.413965	0.836204	0.063909	{'k': 7, 'kr': 1, 'T': 0.6}
0.428033	0.909673	0.059390	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.307388	0.768792	0.060558	{'k': 5, 'kr': 1, 'T': 0.5}
0.483230	0.827569	0.060220	{'k': 5, 'kr': 1, 'T': 0.4}
0.359469	0.906563	0.061011	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.463821	0.926125	0.067336	{'k': 9, 'kr': 1, 'T': 0.5}
0.294858	0.851230	0.062436	{'k': 9, 'kr': 1, 'T': 0.6}
0.416842	0.916718	0.060917	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.501244	0.931940	0.065287	{'k': 9, 'kr': 1, 'T': 0.8}
0.339553	0.823498	0.065773	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.264229	0.817279	0.057838	{'k': 9, 'kr': 1, 'T': 0.5}
0.416709	0.890257	0.060149	{'k': 9, 'kr': 1, 'T': 0.5}
0.318198	0.869623	0.060891	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.382362	0.850289	0.064288	{'k': 7, 'kr': 1, 'T': 0.30000000000000004}
0.277380	0.850575	0.069951	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.414432	0.921598	0.058099	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.289681	0.877548	0.059494	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.493116	0.894804	0.065193	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.329815	0.890794	0.064500	{'k': 9, 'kr': 1, 'T': 0.6}
0.482972	0.800467	0.060700	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
