AUPR	AUC	Time	Params
0.386352	0.814111	0.288837	{'k': 5, 'kr': 1, 'T': 0.8}
0.386535	0.792919	0.311941	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.285173	0.733067	0.301797	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.291793	0.739573	0.296913	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.684240	0.966815	0.307406	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.149914	0.798451	0.273888	{'k': 5, 'kr': 1, 'T': 0.7000000000000001}
0.621308	0.894323	0.301678	{'k': 7, 'kr': 1, 'T': 0.6}
0.543293	0.883627	0.325807	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.257120	0.702531	0.284785	{'k': 7, 'kr': 1, 'T': 0.8}
0.490389	0.870601	0.278408	{'k': 5, 'kr': 1, 'T': 0.6}
0.566709	0.905983	0.299075	{'k': 5, 'kr': 1, 'T': 0.8}
0.293500	0.843801	0.309299	{'k': 9, 'kr': 1, 'T': 0.8}
0.385259	0.771277	0.293504	{'k': 7, 'kr': 1, 'T': 0.5}
0.470709	0.836631	0.295565	{'k': 7, 'kr': 1, 'T': 0.6}
0.324070	0.745393	0.292731	{'k': 7, 'kr': 1, 'T': 0.6}
0.377178	0.716998	0.283615	{'k': 5, 'kr': 1, 'T': 0.7000000000000001}
0.453706	0.886245	0.321542	{'k': 9, 'kr': 1, 'T': 0.8}
0.181909	0.829349	0.285770	{'k': 5, 'kr': 1, 'T': 0.6}
0.441443	0.802366	0.283368	{'k': 5, 'kr': 1, 'T': 1.0}
0.322230	0.753509	0.288017	{'k': 5, 'kr': 1, 'T': 0.8}
