AUPR	AUC	Time	Params
0.202322	0.808584	0.751121	{'k': 9, 'kr': 1, 'T': 1.0}
0.201781	0.742778	0.734673	{'k': 9, 'kr': 1, 'T': 0.1}
0.322475	0.781319	0.711615	{'k': 7, 'kr': 1, 'T': 0.8}
0.173876	0.695080	0.720682	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.137259	0.634679	0.726289	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.267784	0.747809	0.706603	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.277280	0.705303	0.710496	{'k': 7, 'kr': 1, 'T': 0.4}
0.226845	0.679078	0.731766	{'k': 9, 'kr': 1, 'T': 0.8}
0.253630	0.750580	0.742013	{'k': 9, 'kr': 1, 'T': 0.8}
0.137075	0.680373	0.737516	{'k': 9, 'kr': 1, 'T': 0.5}
0.117842	0.665472	0.755003	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.112584	0.678088	0.744102	{'k': 9, 'kr': 1, 'T': 0.5}
0.229002	0.687295	0.704784	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.264439	0.727553	0.718339	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.177312	0.641979	0.737130	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.303084	0.829425	0.742289	{'k': 9, 'kr': 1, 'T': 0.8}
0.389968	0.857797	0.739046	{'k': 9, 'kr': 1, 'T': 0.9}
0.280155	0.833196	0.737207	{'k': 9, 'kr': 1, 'T': 0.8}
