AUPR	AUC	Time	Params
0.292835	0.618493	0.020735	{'k': 9, 'kr': 1, 'T': 0.8}
0.340891	0.875556	0.018592	{'k': 5, 'kr': 1, 'T': 0.8}
0.679329	0.974113	0.019197	{'k': 5, 'kr': 1, 'T': 0.8}
0.834246	0.973661	0.021051	{'k': 5, 'kr': 1, 'T': 0.6}
0.707420	0.884944	0.023730	{'k': 5, 'kr': 1, 'T': 0.6}
0.228507	0.794425	0.023057	{'k': 9, 'kr': 1, 'T': 0.4}
0.385616	0.772246	0.017720	{'k': 3, 'kr': 1, 'T': 0.9}
0.833333	0.977151	0.016580	{'k': 9, 'kr': 1, 'T': 0.4}
0.454193	0.913978	0.020561	{'k': 5, 'kr': 1, 'T': 0.7000000000000001}
0.556763	0.894309	0.022220	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.652872	0.907958	0.017545	{'k': 9, 'kr': 1, 'T': 0.4}
0.545021	0.952703	0.018647	{'k': 5, 'kr': 1, 'T': 0.4}
0.576583	0.929899	0.016597	{'k': 5, 'kr': 1, 'T': 0.7000000000000001}
0.526680	0.846395	0.018228	{'k': 9, 'kr': 1, 'T': 0.8}
0.473070	0.897541	0.017639	{'k': 9, 'kr': 1, 'T': 0.5}
0.585348	0.921600	0.019080	{'k': 7, 'kr': 1, 'T': 0.8}
0.206809	0.764167	0.022192	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.872863	0.966189	0.014086	{'k': 5, 'kr': 1, 'T': 0.6}
0.698330	0.840237	0.021729	{'k': 9, 'kr': 1, 'T': 0.2}
0.326797	0.664548	0.015283	{'k': 7, 'kr': 1, 'T': 0.5}
