AUPR	AUC	Time	Params
0.698616	0.910591	0.434414	{'k': 3, 'kr': 1, 'T': 0.9}
0.683864	0.934940	0.424011	{'k': 3, 'kr': 1, 'T': 0.9}
0.663962	0.893312	0.421237	{'k': 3, 'kr': 1, 'T': 0.9}
0.472871	0.831098	0.426276	{'k': 3, 'kr': 1, 'T': 0.9}
0.508240	0.881488	0.456824	{'k': 5, 'kr': 1, 'T': 0.9}
0.511839	0.876027	0.456055	{'k': 5, 'kr': 1, 'T': 1.0}
0.560015	0.844292	0.423381	{'k': 3, 'kr': 1, 'T': 0.9}
0.677277	0.920757	0.515904	{'k': 5, 'kr': 1, 'T': 0.9}
0.623860	0.860157	0.449910	{'k': 5, 'kr': 1, 'T': 0.9}
0.607462	0.886476	0.465008	{'k': 5, 'kr': 1, 'T': 1.0}
0.619897	0.866106	0.421914	{'k': 3, 'kr': 1, 'T': 0.9}
0.632466	0.884826	0.420395	{'k': 3, 'kr': 1, 'T': 0.9}
0.681751	0.898622	0.416989	{'k': 3, 'kr': 1, 'T': 0.9}
0.622113	0.896831	0.489117	{'k': 7, 'kr': 1, 'T': 0.9}
0.589103	0.869765	0.450917	{'k': 5, 'kr': 1, 'T': 0.9}
0.596044	0.884699	0.418274	{'k': 3, 'kr': 1, 'T': 0.9}
0.569714	0.899264	0.511533	{'k': 5, 'kr': 1, 'T': 0.9}
0.483377	0.866794	0.416582	{'k': 3, 'kr': 1, 'T': 0.9}
0.439520	0.829071	0.462885	{'k': 5, 'kr': 1, 'T': 0.9}
0.655579	0.864842	0.449800	{'k': 3, 'kr': 1, 'T': 0.9}
