AUPR	AUC	Time	Params
0.345489	0.862995	0.575375	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.411229	0.875787	0.559791	{'k': 9, 'kr': 1, 'T': 0.8}
0.546464	0.898255	0.524167	{'k': 9, 'kr': 1, 'T': 0.8}
0.519013	0.904970	0.604589	{'k': 9, 'kr': 1, 'T': 0.8}
0.492217	0.879534	0.521843	{'k': 9, 'kr': 1, 'T': 0.8}
0.278219	0.829951	0.597838	{'k': 9, 'kr': 1, 'T': 0.8}
0.474212	0.851918	0.501654	{'k': 7, 'kr': 1, 'T': 0.8}
0.408953	0.901592	0.609772	{'k': 9, 'kr': 1, 'T': 0.8}
0.350188	0.820464	0.542552	{'k': 9, 'kr': 1, 'T': 0.8}
0.429172	0.881970	0.571524	{'k': 9, 'kr': 1, 'T': 0.8}
0.318877	0.802760	0.573688	{'k': 9, 'kr': 1, 'T': 0.8}
0.388312	0.860117	0.538312	{'k': 9, 'kr': 1, 'T': 0.8}
0.406675	0.850945	0.594217	{'k': 9, 'kr': 1, 'T': 0.8}
0.611006	0.897125	0.538445	{'k': 9, 'kr': 1, 'T': 0.8}
0.457182	0.880798	0.559947	{'k': 9, 'kr': 1, 'T': 0.8}
0.389675	0.876941	0.561417	{'k': 9, 'kr': 1, 'T': 0.8}
0.418073	0.883385	0.562566	{'k': 9, 'kr': 1, 'T': 0.8}
0.458206	0.903935	0.564047	{'k': 9, 'kr': 1, 'T': 0.8}
0.335261	0.842240	0.567480	{'k': 9, 'kr': 1, 'T': 0.8}
0.466270	0.883589	0.589408	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
