AUPR	AUC	Time	Params
0.411285	0.842434	0.001995	{'k': 9, 'T': 0.6}
0.393587	0.808908	0.000995	{'k': 9, 'T': 0.7000000000000001}
0.334446	0.765437	0.001023	{'k': 9, 'T': 0.7000000000000001}
0.469426	0.813739	0.000997	{'k': 9, 'T': 0.4}
0.317675	0.852801	0.000997	{'k': 9, 'T': 0.8}
0.460848	0.895263	0.001994	{'k': 9, 'T': 0.7000000000000001}
0.291942	0.820863	0.000997	{'k': 9, 'T': 0.6}
0.388799	0.860574	0.002019	{'k': 9, 'T': 0.8}
0.491772	0.879233	0.001995	{'k': 9, 'T': 0.8}
0.298962	0.707370	0.001994	{'k': 9, 'T': 0.7000000000000001}
0.241077	0.774555	0.001994	{'k': 9, 'T': 0.5}
0.412357	0.877603	0.001991	{'k': 9, 'T': 0.5}
0.304216	0.804385	0.001990	{'k': 9, 'T': 0.8}
0.350417	0.793700	0.002020	{'k': 9, 'T': 0.30000000000000004}
0.255494	0.780611	0.001996	{'k': 9, 'T': 0.7000000000000001}
0.396890	0.858116	0.000997	{'k': 9, 'T': 0.7000000000000001}
0.271660	0.794018	0.001993	{'k': 9, 'T': 0.8}
0.492625	0.869888	0.001995	{'k': 9, 'T': 0.8}
0.313588	0.802667	0.001991	{'k': 9, 'T': 0.6}
0.476630	0.803112	0.000997	{'k': 9, 'T': 0.7000000000000001}
