AUPR	AUC	Time	Params
0.188756	0.684388	0.973427	{'k': 9, 'T': 0.9}
0.188953	0.648770	0.974395	{'k': 5, 'T': 1.0}
0.214269	0.640613	0.945501	{'k': 9, 'T': 0.9}
0.219805	0.740204	0.919504	{'k': 7, 'T': 0.9}
0.229328	0.718634	0.943507	{'k': 5, 'T': 1.0}
0.263501	0.719479	0.939521	{'k': 5, 'T': 0.9}
0.227561	0.726133	0.953451	{'k': 9, 'T': 0.8}
0.204081	0.718958	0.958436	{'k': 9, 'T': 0.7000000000000001}
0.250416	0.684635	0.928547	{'k': 9, 'T': 0.8}
0.117991	0.668379	0.973428	{'k': 9, 'T': 0.9}
0.219721	0.734764	0.937526	{'k': 9, 'T': 0.8}
0.140334	0.670245	0.920508	{'k': 3, 'T': 0.9}
0.148239	0.613834	0.982371	{'k': 7, 'T': 0.8}
0.207050	0.652106	0.916546	{'k': 7, 'T': 0.8}
0.190349	0.687260	0.991354	{'k': 9, 'T': 0.8}
0.216244	0.720216	0.909566	{'k': 9, 'T': 0.7000000000000001}
0.281367	0.735260	0.916525	{'k': 9, 'T': 0.8}
0.244091	0.732001	0.932505	{'k': 9, 'T': 0.9}
