AUPR	AUC	Time	Params
0.274145	0.791923	0.194479	{'k': 2, 'n_sf': 50}
0.320542	0.887881	0.207471	{'k': 3, 'n_sf': 50}
0.306214	0.719778	0.196473	{'k': 2, 'n_sf': 50}
0.334566	0.739057	0.130650	{'k': 1, 'n_sf': 20}
0.277372	0.911285	0.194508	{'k': 2, 'n_sf': 50}
0.354884	0.875390	0.205451	{'k': 3, 'n_sf': 50}
0.204158	0.817119	0.145641	{'k': 2, 'n_sf': 20}
0.286420	0.890589	0.193509	{'k': 2, 'n_sf': 50}
0.400831	0.911463	0.147604	{'k': 2, 'n_sf': 20}
0.340676	0.818796	0.203486	{'k': 3, 'n_sf': 50}
0.180472	0.817677	0.224399	{'k': 2, 'n_sf': 50}
0.268879	0.848126	0.197472	{'k': 2, 'n_sf': 50}
0.261866	0.852727	0.204454	{'k': 2, 'n_sf': 50}
0.332270	0.807960	0.176527	{'k': 1, 'n_sf': 50}
0.230473	0.804498	0.195477	{'k': 2, 'n_sf': 50}
0.322911	0.870160	0.198504	{'k': 2, 'n_sf': 50}
0.281143	0.890715	0.198472	{'k': 2, 'n_sf': 50}
0.499285	0.916754	0.206452	{'k': 3, 'n_sf': 50}
0.298807	0.887662	0.133646	{'k': 2, 'n_sf': 10}
0.339644	0.762203	0.198469	{'k': 2, 'n_sf': 50}
