AUPR	AUC	Time	Params
0.358464	0.818169	0.029919	{'k': 1}
0.448304	0.699225	0.030917	{'k': 1}
0.445371	0.779438	0.028927	{'k': 1}
0.382385	0.687357	0.028922	{'k': 1}
0.690929	0.809835	0.028922	{'k': 1}
0.490328	0.854106	0.029928	{'k': 1}
0.187838	0.582760	0.031915	{'k': 2}
0.608750	0.805042	0.029930	{'k': 1}
0.473340	0.747565	0.028895	{'k': 1}
0.527234	0.746915	0.030915	{'k': 2}
0.263946	0.532583	0.030911	{'k': 1}
0.349052	0.786557	0.028910	{'k': 1}
0.816215	0.916397	0.030955	{'k': 1}
0.394889	0.774948	0.028952	{'k': 1}
0.515913	0.727905	0.029920	{'k': 1}
0.552521	0.756105	0.029952	{'k': 1}
0.627122	0.809903	0.029495	{'k': 1}
0.381913	0.630496	0.028922	{'k': 1}
0.633727	0.820575	0.030916	{'k': 1}
0.718625	0.824989	0.034881	{'k': 1}
