AUPR	AUC	Time	Params
0.330212	0.862085	0.038889	{'k': 5}
0.414209	0.880299	0.036933	{'k': 3}
0.241026	0.744580	0.039893	{'k': 5}
0.467732	0.768952	0.038896	{'k': 5}
0.359992	0.937870	0.040596	{'k': 5}
0.375956	0.893317	0.036456	{'k': 3}
0.215796	0.842222	0.039892	{'k': 5}
0.428253	0.920331	0.041915	{'k': 7}
0.406712	0.912234	0.035930	{'k': 2}
0.341652	0.827380	0.039893	{'k': 5}
0.326273	0.833920	0.037405	{'k': 5}
0.328263	0.863098	0.039894	{'k': 5}
0.251967	0.838518	0.035932	{'k': 2}
0.373828	0.854730	0.040884	{'k': 5}
0.234766	0.828136	0.043884	{'k': 9}
0.356836	0.857189	0.035909	{'k': 2}
0.253261	0.889122	0.036901	{'k': 3}
0.416311	0.909941	0.039914	{'k': 5}
0.297712	0.889592	0.038896	{'k': 5}
0.420811	0.781719	0.033910	{'k': 2}
