AUPR	AUC	Time	Params
0.761712	0.975316	0.002991	{'k': 2}
0.267901	0.468153	0.002997	{'k': 1}
0.417037	0.423355	0.003989	{'k': 1}
0.409148	0.577676	0.004021	{'k': 2}
0.140055	0.250556	0.004017	{'k': 2}
0.278735	0.297297	0.003000	{'k': 1}
0.152778	0.258413	0.004025	{'k': 1}
0.277778	0.260817	0.003989	{'k': 1}
0.666667	0.990385	0.004021	{'k': 1}
0.618519	0.603883	0.003959	{'k': 1}
0.451251	0.491705	0.003022	{'k': 1}
0.204333	0.355522	0.003018	{'k': 1}
0.351958	0.695853	0.003024	{'k': 1}
0.582384	0.693340	0.003984	{'k': 1}
0.238977	0.439171	0.003991	{'k': 2}
0.292112	0.488590	0.003983	{'k': 1}
0.488426	0.743990	0.003987	{'k': 2}
0.277778	0.260817	0.003020	{'k': 1}
0.177059	0.177041	0.003989	{'k': 1}
0.351852	0.339683	0.003989	{'k': 1}
