AUPR	AUC	Time	Params
0.491916	0.753540	0.007978	{'k': 9, 'T': 1.0}
0.730527	0.879863	0.007008	{'k': 9, 'T': 0.9}
0.800539	0.935094	0.007979	{'k': 9, 'T': 1.0}
0.731404	0.871394	0.006982	{'k': 9, 'T': 0.9}
0.804660	0.908803	0.006981	{'k': 9, 'T': 0.9}
0.803794	0.929301	0.007008	{'k': 9, 'T': 0.9}
0.659656	0.836631	0.006981	{'k': 9, 'T': 1.0}
0.797114	0.922247	0.006981	{'k': 9, 'T': 1.0}
0.870204	0.959268	0.007975	{'k': 9, 'T': 1.0}
0.862057	0.946781	0.006978	{'k': 9, 'T': 0.9}
0.776221	0.907789	0.007978	{'k': 9, 'T': 1.0}
0.821612	0.932909	0.007976	{'k': 9, 'T': 0.9}
0.900123	0.969043	0.007947	{'k': 9, 'T': 1.0}
0.737317	0.898502	0.006981	{'k': 9, 'T': 0.9}
0.740932	0.883273	0.006980	{'k': 9, 'T': 0.9}
0.679961	0.858213	0.006956	{'k': 9, 'T': 0.9}
0.834518	0.934399	0.007979	{'k': 9, 'T': 0.9}
0.846873	0.934736	0.006981	{'k': 9, 'T': 1.0}
0.826622	0.923996	0.006981	{'k': 9, 'T': 1.0}
0.803675	0.916932	0.007978	{'k': 9, 'T': 0.9}
