AUPR	AUC	Time	Params
0.684305	0.898883	0.154619	{'k': 1, 'n_sf': 50}
0.777222	0.906459	0.153594	{'k': 1, 'n_sf': 50}
0.790552	0.900179	0.155584	{'k': 1, 'n_sf': 50}
0.925761	0.966155	0.171540	{'k': 2, 'n_sf': 50}
0.810156	0.932019	0.160570	{'k': 1, 'n_sf': 50}
0.733421	0.880072	0.156581	{'k': 1, 'n_sf': 50}
0.767443	0.940155	0.169560	{'k': 2, 'n_sf': 50}
0.874098	0.916466	0.154613	{'k': 1, 'n_sf': 50}
0.850717	0.920565	0.168550	{'k': 2, 'n_sf': 50}
0.807156	0.937141	0.124668	{'k': 1, 'n_sf': 20}
0.913653	0.980552	0.120677	{'k': 1, 'n_sf': 20}
0.773655	0.878336	0.122671	{'k': 1, 'n_sf': 20}
0.792231	0.924297	0.156586	{'k': 1, 'n_sf': 50}
0.611409	0.762954	0.155583	{'k': 1, 'n_sf': 50}
0.776587	0.922324	0.159574	{'k': 1, 'n_sf': 50}
0.816732	0.932197	0.154587	{'k': 1, 'n_sf': 50}
0.833719	0.935927	0.155584	{'k': 1, 'n_sf': 50}
0.893848	0.936611	0.156581	{'k': 1, 'n_sf': 50}
0.825348	0.902342	0.153589	{'k': 1, 'n_sf': 50}
0.807994	0.905681	0.168557	{'k': 2, 'n_sf': 50}
