AUPR	AUC	Time	Params
0.362564	0.881697	0.035904	{'k': 1}
0.486478	0.823822	0.034938	{'k': 1}
0.498619	0.850067	0.036921	{'k': 1}
0.366214	0.804333	0.037907	{'k': 1}
0.697315	0.875451	0.037925	{'k': 1}
0.512988	0.900988	0.034937	{'k': 1}
0.177400	0.737041	0.040890	{'k': 2}
0.570759	0.839050	0.035901	{'k': 1}
0.560779	0.855737	0.034933	{'k': 1}
0.579825	0.925242	0.038896	{'k': 2}
0.316149	0.790046	0.041455	{'k': 2}
0.352428	0.818044	0.035905	{'k': 1}
0.785618	0.950299	0.034937	{'k': 1}
0.364879	0.794623	0.035924	{'k': 1}
0.559151	0.816302	0.042855	{'k': 1}
0.603139	0.887406	0.037868	{'k': 1}
0.667437	0.926816	0.036903	{'k': 1}
0.406333	0.772194	0.036941	{'k': 1}
0.633522	0.876555	0.036898	{'k': 1}
0.714995	0.919497	0.035903	{'k': 1}
