AUPR	AUC	Time	Params
0.286975	0.600685	0.000997	{'k': 9, 'T': 0.8}
0.243533	0.838333	0.000997	{'k': 5, 'T': 0.9}
0.742517	0.978907	0.000000	{'k': 9, 'T': 0.7000000000000001}
0.804195	0.948661	0.000000	{'k': 7, 'T': 0.7000000000000001}
0.545286	0.801118	0.000997	{'k': 9, 'T': 0.7000000000000001}
0.195326	0.778746	0.000997	{'k': 9, 'T': 0.4}
0.319872	0.594633	0.000000	{'k': 5, 'T': 0.8}
0.793407	0.888441	0.000998	{'k': 9, 'T': 0.4}
0.417505	0.860215	0.000998	{'k': 9, 'T': 0.8}
0.503951	0.869338	0.000000	{'k': 7, 'T': 0.7000000000000001}
0.649267	0.877277	0.000997	{'k': 9, 'T': 0.4}
0.528387	0.939189	0.000998	{'k': 9, 'T': 0.5}
0.576015	0.826014	0.000998	{'k': 7, 'T': 0.8}
0.495418	0.749216	0.000998	{'k': 9, 'T': 0.8}
0.440534	0.802254	0.000997	{'k': 9, 'T': 0.5}
0.616581	0.874400	0.000997	{'k': 5, 'T': 0.7000000000000001}
0.278318	0.780833	0.000998	{'k': 9, 'T': 0.7000000000000001}
0.850641	0.971311	0.000999	{'k': 9, 'T': 0.6}
0.626923	0.786325	0.000998	{'k': 9, 'T': 0.4}
0.285897	0.537782	0.000998	{'k': 7, 'T': 0.5}
