AUPR	AUC	Time	Params
0.088687	0.756115	0.090756	{'k': 9, 'kr': 1, 'T': 0.9}
0.126301	0.776160	0.091754	{'k': 3, 'kr': 1, 'T': 0.2}
0.137000	0.738222	0.081808	{'k': 3, 'kr': 1, 'T': 0.30000000000000004}
0.114794	0.791694	0.090785	{'k': 9, 'kr': 1, 'T': 1.0}
0.182661	0.775763	0.089761	{'k': 7, 'kr': 1, 'T': 0.2}
0.219423	0.815063	0.103726	{'k': 3, 'kr': 1, 'T': 0.2}
0.141572	0.825387	0.089791	{'k': 9, 'kr': 1, 'T': 1.0}
0.133676	0.723305	0.082806	{'k': 3, 'kr': 1, 'T': 0.8}
0.130707	0.764251	0.084802	{'k': 5, 'kr': 1, 'T': 0.4}
0.105283	0.779044	0.089791	{'k': 5, 'kr': 1, 'T': 0.6}
0.231163	0.793819	0.085800	{'k': 5, 'kr': 1, 'T': 0.8}
0.108434	0.735016	0.080817	{'k': 3, 'kr': 1, 'T': 0.2}
0.118533	0.776253	0.085799	{'k': 5, 'kr': 1, 'T': 0.8}
0.174061	0.758567	0.080788	{'k': 3, 'kr': 1, 'T': 0.30000000000000004}
0.284635	0.845788	0.086768	{'k': 7, 'kr': 1, 'T': 0.30000000000000004}
0.081782	0.659776	0.083807	{'k': 3, 'kr': 1, 'T': 0.5}
0.156047	0.806807	0.090786	{'k': 9, 'kr': 1, 'T': 0.9}
0.278789	0.859818	0.083808	{'k': 5, 'kr': 1, 'T': 0.4}
