AUPR	AUC	Time	Params
0.037707	0.536140	0.087765	{'k': 7}
0.078880	0.629853	0.085790	{'k': 1}
0.059248	0.663477	0.070841	{'k': 1}
0.057038	0.573078	0.074767	{'k': 2}
0.143120	0.733130	0.069844	{'k': 1}
0.094848	0.682337	0.073797	{'k': 1}
0.062901	0.484041	0.074793	{'k': 2}
0.128474	0.655654	0.070861	{'k': 1}
0.068875	0.638339	0.069320	{'k': 1}
0.072644	0.687701	0.071781	{'k': 1}
0.152788	0.710869	0.070791	{'k': 1}
0.080303	0.641495	0.075793	{'k': 2}
0.056908	0.580818	0.074765	{'k': 2}
0.065539	0.587707	0.096710	{'k': 7}
0.187910	0.678114	0.071447	{'k': 2}
0.053832	0.581032	0.068847	{'k': 1}
0.093394	0.696839	0.073823	{'k': 2}
0.144594	0.708771	0.081754	{'k': 2}
