AUPR	AUC	Time	Params
0.493095	0.867288	0.073835	{'k': 3}
0.214522	0.833188	0.071832	{'k': 3}
0.326263	0.831441	0.073828	{'k': 3}
0.211843	0.720388	0.073828	{'k': 2}
0.287652	0.818162	0.068846	{'k': 2}
0.305854	0.769824	0.072839	{'k': 2}
0.217539	0.580497	0.075802	{'k': 2}
0.402813	0.789979	0.074803	{'k': 2}
0.269646	0.702803	0.076827	{'k': 3}
0.359154	0.853197	0.073802	{'k': 3}
0.104719	0.770224	0.072843	{'k': 2}
0.293688	0.831441	0.077824	{'k': 3}
0.315951	0.754475	0.075150	{'k': 3}
0.355835	0.807762	0.069813	{'k': 2}
0.218801	0.592425	0.073801	{'k': 3}
0.212398	0.731634	0.092783	{'k': 3}
0.421566	0.863160	0.067818	{'k': 2}
0.440522	0.900616	0.075863	{'k': 3}
0.264586	0.786933	0.078789	{'k': 5}
0.523119	0.877119	0.075827	{'k': 3}
