AUPR	AUC	Time	Params
0.414191	0.841291	0.007977	{'k': 7, 'kr': 1, 'T': 0.6}
0.440732	0.885063	0.010991	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.350373	0.804592	0.008976	{'k': 9, 'kr': 1, 'T': 0.6}
0.484142	0.809156	0.007986	{'k': 7, 'kr': 1, 'T': 0.5}
0.357065	0.896696	0.009002	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.470763	0.925172	0.008008	{'k': 9, 'kr': 1, 'T': 0.6}
0.286778	0.825163	0.009015	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.398633	0.912592	0.008976	{'k': 9, 'kr': 1, 'T': 0.8}
0.488625	0.926682	0.008976	{'k': 9, 'kr': 1, 'T': 0.8}
0.346753	0.816893	0.008003	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.278137	0.797428	0.008004	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.417766	0.883759	0.009002	{'k': 9, 'kr': 1, 'T': 0.5}
0.322577	0.867428	0.009001	{'k': 9, 'kr': 1, 'T': 0.8}
0.377445	0.840339	0.006996	{'k': 7, 'kr': 1, 'T': 0.30000000000000004}
0.285202	0.820483	0.007979	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.412522	0.910703	0.008003	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.281986	0.839396	0.008977	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.499134	0.888746	0.008005	{'k': 9, 'kr': 1, 'T': 0.8}
0.324885	0.877553	0.008003	{'k': 9, 'kr': 1, 'T': 0.6}
0.492117	0.805435	0.007998	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
