AUPR	AUC	Time	Params
0.312557	0.755491	0.459844	{'k': 2}
0.275712	0.673641	0.458973	{'k': 2}
0.252416	0.737436	0.465753	{'k': 2}
0.229088	0.755118	0.459736	{'k': 2}
0.630640	0.897358	0.471770	{'k': 2}
0.117469	0.664984	0.457212	{'k': 2}
0.546318	0.843542	0.464792	{'k': 2}
0.544459	0.875683	0.474720	{'k': 3}
0.246219	0.617877	0.459548	{'k': 2}
0.362281	0.720992	0.443840	{'k': 1}
0.573124	0.918266	0.455813	{'k': 2}
0.287011	0.800224	0.468208	{'k': 3}
0.374065	0.764341	0.456782	{'k': 2}
0.441824	0.714061	0.456839	{'k': 2}
0.280417	0.720458	0.451824	{'k': 2}
0.299986	0.596896	0.529556	{'k': 3}
0.373679	0.873037	0.472380	{'k': 2}
0.095362	0.785470	0.460845	{'k': 3}
0.348350	0.742566	0.488763	{'k': 5}
0.206163	0.778199	0.473735	{'k': 3}
