AUPR	AUC	Time	Params
0.047028	0.432484	0.013970	{'k': 7}
0.201559	0.805556	0.009972	{'k': 3}
0.092036	0.702295	0.012968	{'k': 7}
0.140156	0.594331	0.008976	{'k': 2}
0.089990	0.567778	0.009968	{'k': 2}
0.121144	0.645933	0.008976	{'k': 1}
0.100743	0.635484	0.009012	{'k': 2}
0.139530	0.587506	0.010968	{'k': 5}
0.093537	0.632099	0.009001	{'k': 2}
0.155784	0.613836	0.012964	{'k': 7}
0.071063	0.658525	0.011968	{'k': 7}
0.210145	0.955083	0.008006	{'k': 1}
0.225924	0.717894	0.010009	{'k': 3}
0.073300	0.652995	0.008006	{'k': 1}
0.057896	0.756501	0.009973	{'k': 1}
0.076427	0.477500	0.008976	{'k': 3}
0.097463	0.529440	0.008017	{'k': 1}
0.120228	0.540827	0.008976	{'k': 1}
