AUPR	AUC	Time	Params
0.312884	0.786573	0.602413	{'k': 2, 'n_sf': 50}
0.191854	0.736010	0.521631	{'k': 1, 'n_sf': 50}
0.322731	0.803092	0.656275	{'k': 5, 'n_sf': 50}
0.159559	0.689485	0.618381	{'k': 3, 'n_sf': 50}
0.132069	0.640640	0.438852	{'k': 3, 'n_sf': 10}
0.211281	0.737603	0.523599	{'k': 1, 'n_sf': 50}
0.281347	0.739471	0.550527	{'k': 1, 'n_sf': 50}
0.217947	0.708167	0.467779	{'k': 2, 'n_sf': 20}
0.207899	0.728127	0.526626	{'k': 1, 'n_sf': 50}
0.149558	0.684581	0.504646	{'k': 5, 'n_sf': 20}
0.086151	0.722559	0.629346	{'k': 3, 'n_sf': 50}
0.127457	0.689050	0.504650	{'k': 5, 'n_sf': 20}
0.212896	0.659735	0.585467	{'k': 2, 'n_sf': 50}
0.247708	0.718456	0.733250	{'k': 3, 'n_sf': 50}
0.150177	0.626329	0.664253	{'k': 5, 'n_sf': 50}
0.255447	0.820232	0.589431	{'k': 2, 'n_sf': 50}
0.270251	0.824906	0.579415	{'k': 2, 'n_sf': 50}
0.173166	0.790495	0.589447	{'k': 2, 'n_sf': 50}
