AUPR	AUC	Time	Params
0.358610	0.678767	0.275898	{'num_factors': 50, 'lambda_d': 0.03125, 'alpha': 0.03125, 'beta': 0.5}
0.362037	0.883333	0.293201	{'num_factors': 100, 'lambda_d': 0.03125, 'alpha': 0.03125, 'beta': 0.5}
0.606410	0.971237	0.228004	{'num_factors': 100, 'lambda_d': 0.0625, 'alpha': 0.03125, 'beta': 0.0625}
0.805577	0.972768	0.256905	{'num_factors': 100, 'lambda_d': 0.0625, 'alpha': 0.03125, 'beta': 0.5}
0.411402	0.763314	0.248564	{'num_factors': 50, 'lambda_d': 0.03125, 'alpha': 0.03125, 'beta': 0.125}
0.674228	0.894309	0.232622	{'num_factors': 50, 'lambda_d': 0.03125, 'alpha': 0.03125, 'beta': 0.125}
0.318440	0.632062	0.257842	{'num_factors': 100, 'lambda_d': 0.125, 'alpha': 0.25, 'beta': 0.03125}
0.768750	0.959677	0.244944	{'num_factors': 100, 'lambda_d': 0.03125, 'alpha': 0.03125, 'beta': 1.0}
0.388305	0.912634	0.265407	{'num_factors': 100, 'lambda_d': 0.125, 'alpha': 0.03125, 'beta': 1.0}
0.570773	0.943089	0.262675	{'num_factors': 100, 'lambda_d': 0.03125, 'alpha': 0.03125, 'beta': 0.0625}
0.574871	0.916587	0.226707	{'num_factors': 50, 'lambda_d': 0.03125, 'alpha': 0.03125, 'beta': 0.125}
0.633036	0.966216	0.234506	{'num_factors': 50, 'lambda_d': 0.125, 'alpha': 0.03125, 'beta': 0.125}
0.566680	0.931588	0.247190	{'num_factors': 100, 'lambda_d': 0.03125, 'alpha': 0.03125, 'beta': 0.5}
0.484494	0.869592	0.274614	{'num_factors': 100, 'lambda_d': 0.03125, 'alpha': 0.125, 'beta': 0.5}
0.620711	0.900615	0.273166	{'num_factors': 100, 'lambda_d': 0.03125, 'alpha': 0.0625, 'beta': 0.5}
0.337105	0.929600	0.204426	{'num_factors': 50, 'lambda_d': 0.03125, 'alpha': 0.03125, 'beta': 1.0}
0.280095	0.813333	0.241119	{'num_factors': 50, 'lambda_d': 0.0625, 'alpha': 0.03125, 'beta': 0.0625}
0.775886	0.962090	0.235277	{'num_factors': 50, 'lambda_d': 0.03125, 'alpha': 0.03125, 'beta': 0.5}
0.400028	0.729126	0.239378	{'num_factors': 50, 'lambda_d': 0.0625, 'alpha': 0.0625, 'beta': 0.25}
0.328970	0.564266	0.291315	{'num_factors': 50, 'lambda_d': 0.0625, 'alpha': 0.03125, 'beta': 0.03125}
