AUPR	AUC	Time	Params
0.376647	0.750197	0.076815	{'k': 9, 'kr': 1, 'T': 0.8}
0.369540	0.744739	0.063861	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.290893	0.745524	0.065840	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.289463	0.693016	0.067823	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.681844	0.940605	0.074832	{'k': 9, 'kr': 1, 'T': 0.8}
0.135567	0.652509	0.060869	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.630641	0.900187	0.063865	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.542811	0.857261	0.092752	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.245633	0.655506	0.071812	{'k': 9, 'kr': 1, 'T': 0.8}
0.466688	0.754052	0.054854	{'k': 5, 'kr': 1, 'T': 0.6}
0.578406	0.906893	0.055853	{'k': 5, 'kr': 1, 'T': 0.8}
0.291068	0.692686	0.074804	{'k': 9, 'kr': 1, 'T': 0.8}
0.404004	0.772821	0.077790	{'k': 9, 'kr': 1, 'T': 0.8}
0.473981	0.839568	0.101700	{'k': 7, 'kr': 1, 'T': 0.8}
0.294914	0.662834	0.063856	{'k': 7, 'kr': 1, 'T': 0.6}
0.379819	0.721686	0.054883	{'k': 5, 'kr': 1, 'T': 0.7000000000000001}
0.449255	0.889002	0.071807	{'k': 9, 'kr': 1, 'T': 0.8}
0.184042	0.727846	0.069845	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.437945	0.781384	0.062834	{'k': 7, 'kr': 1, 'T': 0.9}
0.323867	0.744835	0.055883	{'k': 5, 'kr': 1, 'T': 0.8}
