AUPR	AUC	Time	Params
0.092739	0.743479	2.397584	{'k': 3, 'n_sf': 50}
0.098379	0.720388	2.440495	{'k': 2, 'n_sf': 50}
0.098464	0.752029	2.576107	{'k': 3, 'n_sf': 50}
0.145172	0.850778	2.435451	{'k': 3, 'n_sf': 50}
0.173391	0.846398	2.575109	{'k': 3, 'n_sf': 50}
0.151656	0.830021	2.541200	{'k': 3, 'n_sf': 50}
0.117749	0.744015	2.406560	{'k': 2, 'n_sf': 50}
0.129204	0.748887	2.326799	{'k': 2, 'n_sf': 50}
0.134077	0.719819	2.466399	{'k': 2, 'n_sf': 50}
0.055414	0.752916	2.484352	{'k': 2, 'n_sf': 50}
0.087770	0.823209	1.628643	{'k': 2, 'n_sf': 20}
0.112828	0.748184	2.538241	{'k': 2, 'n_sf': 50}
0.116304	0.693119	2.290872	{'k': 2, 'n_sf': 50}
0.148289	0.723628	2.446454	{'k': 3, 'n_sf': 50}
0.143308	0.727282	2.338788	{'k': 2, 'n_sf': 50}
0.138638	0.756697	2.277903	{'k': 2, 'n_sf': 50}
0.202185	0.783859	2.675281	{'k': 2, 'n_sf': 50}
0.156195	0.741670	2.351681	{'k': 2, 'n_sf': 50}
