AUPR	AUC	Time	Params
0.437735	0.862584	0.058842	{'k': 3}
0.197644	0.809761	0.057873	{'k': 3}
0.279788	0.827540	0.082747	{'k': 3}
0.229671	0.769262	0.058845	{'k': 2}
0.247377	0.788449	0.058874	{'k': 2}
0.294815	0.804308	0.057152	{'k': 2}
0.254733	0.595688	0.058207	{'k': 3}
0.350246	0.785472	0.059875	{'k': 2}
0.247233	0.670057	0.058875	{'k': 3}
0.352609	0.873860	0.059872	{'k': 3}
0.095480	0.780957	0.055856	{'k': 2}
0.299335	0.862624	0.056848	{'k': 2}
0.300672	0.785589	0.059862	{'k': 3}
0.366592	0.831313	0.057818	{'k': 2}
0.188618	0.566328	0.059406	{'k': 3}
0.199262	0.713596	0.059847	{'k': 3}
0.348398	0.840814	0.058841	{'k': 2}
0.467486	0.914486	0.058853	{'k': 3}
0.262308	0.781984	0.063833	{'k': 5}
0.538210	0.889492	0.060843	{'k': 3}
