AUPR	AUC	Time	Params
0.838572	0.979530	0.003989	{'k': 9, 'kr': 1, 'T': 0.9}
0.344423	0.836943	0.002965	{'k': 9, 'kr': 1, 'T': 0.8}
0.490049	0.782895	0.003992	{'k': 9, 'kr': 1, 'T': 0.5}
0.404156	0.736238	0.003962	{'k': 7, 'kr': 1, 'T': 0.9}
0.182958	0.663889	0.002992	{'k': 7, 'kr': 1, 'T': 0.4}
0.304140	0.601351	0.002991	{'k': 7, 'kr': 1, 'T': 0.8}
0.302362	0.701923	0.003021	{'k': 9, 'kr': 1, 'T': 0.5}
0.279714	0.508413	0.002991	{'k': 7, 'kr': 1, 'T': 0.4}
0.950000	0.997596	0.003018	{'k': 7, 'kr': 1, 'T': 0.4}
0.649884	0.877670	0.002992	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.638095	0.950230	0.003999	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.222419	0.546661	0.003964	{'k': 7, 'kr': 1, 'T': 0.4}
0.525253	0.968664	0.002991	{'k': 5, 'kr': 1, 'T': 0.7000000000000001}
0.548263	0.861384	0.003018	{'k': 7, 'kr': 1, 'T': 0.5}
0.467093	0.723502	0.003018	{'k': 7, 'kr': 1, 'T': 0.30000000000000004}
0.285114	0.690099	0.002992	{'k': 7, 'kr': 1, 'T': 0.9}
0.785714	0.942308	0.002988	{'k': 7, 'kr': 1, 'T': 0.7000000000000001}
0.303308	0.718750	0.003989	{'k': 7, 'kr': 1, 'T': 0.6}
0.201684	0.575510	0.004980	{'k': 9, 'kr': 1, 'T': 0.6}
0.373349	0.752381	0.003989	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
