AUPR	AUC	Time	Params
0.467580	0.897779	0.015983	{'k': 9, 'kr': 1, 'T': 0.8}
0.332194	0.931888	0.015985	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.394958	0.782917	0.016980	{'k': 9, 'kr': 1, 'T': 0.8}
0.221497	0.713798	0.016990	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.318968	0.830739	0.015984	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.334233	0.656088	0.016981	{'k': 9, 'kr': 1, 'T': 0.8}
0.308515	0.688486	0.015984	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.492090	0.854041	0.014961	{'k': 7, 'kr': 1, 'T': 0.8}
0.264140	0.669409	0.016980	{'k': 9, 'kr': 1, 'T': 0.8}
0.392713	0.773604	0.016955	{'k': 7, 'kr': 1, 'T': 0.8}
0.093159	0.614776	0.015958	{'k': 9, 'kr': 1, 'T': 0.8}
0.459525	0.826585	0.016954	{'k': 9, 'kr': 1, 'T': 0.8}
0.351749	0.721076	0.016954	{'k': 9, 'kr': 1, 'T': 0.8}
0.293787	0.696817	0.015927	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.325918	0.675189	0.015982	{'k': 9, 'kr': 1, 'T': 0.8}
0.208565	0.808301	0.016981	{'k': 9, 'kr': 1, 'T': 0.8}
0.389948	0.839759	0.016927	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.513149	0.936613	0.016956	{'k': 9, 'kr': 1, 'T': 0.7000000000000001}
0.421641	0.771512	0.017955	{'k': 9, 'kr': 1, 'T': 0.8}
0.579190	0.933586	0.015931	{'k': 9, 'kr': 1, 'T': 0.8}
