AUPR	AUC	Time	Params
0.344966	0.538699	0.046898	{'k': 3, 'n_sf': 50}
0.212136	0.804444	0.043856	{'k': 2, 'n_sf': 50}
0.565869	0.949185	0.041887	{'k': 3, 'n_sf': 50}
0.616977	0.937723	0.045871	{'k': 2, 'n_sf': 20}
0.392972	0.686391	0.044848	{'k': 2, 'n_sf': 10}
0.307755	0.697445	0.042884	{'k': 2, 'n_sf': 50}
0.440255	0.854520	0.037929	{'k': 1, 'n_sf': 50}
0.743803	0.826613	0.041920	{'k': 1, 'n_sf': 20}
0.167844	0.754032	0.042886	{'k': 1, 'n_sf': 20}
0.539391	0.844367	0.042885	{'k': 2, 'n_sf': 50}
0.625655	0.855225	0.041920	{'k': 2, 'n_sf': 50}
0.529069	0.957770	0.039865	{'k': 1, 'n_sf': 50}
0.474607	0.804899	0.041917	{'k': 2, 'n_sf': 50}
0.414022	0.637931	0.042885	{'k': 2, 'n_sf': 50}
0.465483	0.780738	0.041917	{'k': 2, 'n_sf': 50}
0.199697	0.859200	0.047898	{'k': 5, 'n_sf': 20}
0.186374	0.677917	0.044880	{'k': 3, 'n_sf': 10}
0.621107	0.926230	0.040891	{'k': 1, 'n_sf': 50}
0.381999	0.652860	0.043856	{'k': 3, 'n_sf': 50}
0.424860	0.745056	0.044879	{'k': 2, 'n_sf': 50}
