AUPR	AUC	Time	Params
0.160030	0.774989	0.906576	{'k': 2}
0.133440	0.729126	0.953451	{'k': 2}
0.159355	0.723594	1.160884	{'k': 2}
0.174411	0.756357	0.965414	{'k': 1}
0.164770	0.803406	0.974367	{'k': 2}
0.184801	0.804267	0.945469	{'k': 1}
0.155266	0.733080	0.912531	{'k': 3}
0.150372	0.748166	0.945471	{'k': 2}
0.211391	0.707642	1.051190	{'k': 3}
0.114156	0.753699	0.922532	{'k': 3}
0.223170	0.792047	0.894632	{'k': 1}
0.112901	0.696476	0.973371	{'k': 1}
0.130972	0.724631	0.979384	{'k': 2}
0.116791	0.716964	0.911558	{'k': 2}
0.118776	0.686586	0.919544	{'k': 2}
0.096243	0.720849	0.939488	{'k': 3}
0.125183	0.762303	0.906574	{'k': 2}
0.096306	0.673196	0.923542	{'k': 1}
