AUPR	AUC	Time	Params
0.343846	0.866143	0.166554	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.25, 'avg': True}
0.327596	0.849644	0.005985	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.03125, 'avg': True}
0.333931	0.805717	0.004986	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.0625, 'avg': True}
0.212825	0.765165	0.008976	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.125, 'avg': True}
0.291307	0.824908	0.005985	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.125, 'avg': True}
0.321094	0.775994	0.004984	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.03125, 'avg': True}
0.253092	0.686935	0.008966	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.125, 'avg': True}
0.403334	0.801019	0.004987	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.0625, 'avg': True}
0.237128	0.737117	0.010969	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.125, 'avg': True}
0.410697	0.881354	0.005983	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.25, 'avg': True}
0.115948	0.758241	0.004986	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.03125, 'avg': True}
0.422807	0.819013	0.010970	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.03125, 'avg': True}
0.346039	0.768520	0.006976	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.125, 'avg': True}
0.198938	0.768860	0.004987	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.0625, 'avg': True}
0.275776	0.603750	0.005979	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.0625, 'avg': True}
0.231773	0.783381	0.004987	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.25, 'avg': True}
0.327174	0.860630	0.004987	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.03125, 'avg': True}
0.451765	0.932820	0.004985	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.0625, 'avg': True}
0.346709	0.780527	0.007978	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.25, 'avg': True}
0.478890	0.897236	0.005984	{'alpha': 1.0, 'gamma': 1.0, 'sigma': 0.0625, 'avg': True}
